===База данных gkh-inform74

== Структура таблицы streets8

|------
|Столбец|Тип|Null|По умолчанию
|------
|**concat**|varchar(50)|Да|NULL
|geo|varchar(25)|Да|NULL
|priority|tinyint(1)|Нет|1
|//**id**//|int(11)|Нет|
== Дамп данных таблицы streets8

|Костромская улица, 65|55.131136, 61.519954|2|12244
|Костромская улица, 66|55.13004, 61.519541|2|12245
|Костромская улица, 68|55.129828, 61.519568|2|12246
|Костромская улица, 69|55.130817, 61.520044|2|12247
|Костромская улица, 7|55.135258, 61.52044|2|12248
|Костромская улица, 70|55.129561, 61.519577|2|12249
|Костромская улица, 71|55.130544, 61.52017|2|12250
|Костромская улица, 72|55.129278, 61.519541|2|12251
|Костромская улица, 73|55.130323, 61.520197|2|12252
|Костромская улица, 74|55.129128, 61.519568|2|12253
|Костромская улица, 75|55.129983, 61.52026|2|12254
|Костромская улица, 76|55.129026, 61.519595|2|12255
|Костромская улица, 77|55.12987, 61.520269|2|12256
|Костромская улица, 78|55.128804, 61.519568|2|12257
|Костромская улица, 79|55.129617, 61.520296|2|12258
|Костромская улица, 8|55.135716, 61.519721|2|12259
|Костромская улица, 80|55.128598, 61.519577|2|12260
|Костромская улица, 81|55.129525, 61.520359|2|12261
|Костромская улица, 82|55.1285, 61.519631|2|12262
|Костромская улица, 83|55.129412, 61.52035|2|12263
|Костромская улица, 84|55.128413, 61.519424|2|12264
|Костромская улица, 85|55.129247, 61.520404|2|12265
|Костромская улица, 86|55.128284, 61.519667|2|12266
|Костромская улица, 87|55.128912, 61.520359|2|12267
|Костромская улица, 88|55.128109, 61.519694|2|12268
|Костромская улица, 89|55.128624, 61.520457|2|12269
|Костромская улица, 9|55.135032, 61.520413|2|12270
|Костромская улица, 90|55.128037, 61.519874|2|12271
|Костромская улица, 91|55.128325, 61.520448|2|12272
|Костромская улица, 92|55.127883, 61.519784|2|12273
|Костромская улица, 94|55.127749, 61.519829|2|12274
|Костромская улица, 96|55.127584, 61.519856|2|12275
|Костромская улица, 97|55.128053, 61.52052|2|12276
|Костромская улица, 99|55.127857, 61.520601|2|12277
|Красивая улица, 10|55.200267, 61.283706|1|12278
|Красивая улица, 12|55.200087, 61.284102|1|12279
|Красивая улица, 13|55.199676, 61.286419|1|12280
|Красивая улица, 14|55.200025, 61.284542|1|12281
|Красивая улица, 15|55.199645, 61.287408|1|12282
|Красивая улица, 16|55.200097, 61.285126|1|12283
|Красивая улица, 16А|55.200102, 61.285494|1|12284
|Красивая улица, 17|55.199655, 61.288117|1|12285
|Красивая улица, 22|55.200076, 61.287291|1|12286
|Красивая улица, 24|55.200097, 61.288081|1|12287
|Красивая улица, 3|55.199686, 61.283644|1|12288
|Красивая улица, 4|55.199773, 61.282593|1|12289
|Красивая улица, 5|55.199701, 61.284093|1|12290
|Красивая улица, 6|55.200112, 61.282664|1|12291
|Красивая улица, 7|55.199701, 61.284569|1|12292
|Красивая улица, 8|55.200159, 61.283141|1|12293
|Красивая улица, 9|55.199717, 61.285243|1|12294
|Красная улица, 11|55.16558, 61.394442|1|12295
|Красная улица, 113|55.150885, 61.395349|1|12296
|Красная улица, 36|55.159645, 61.393256|1|12297
|Красная улица, 38|55.159007, 61.392897|1|12298
|Красная улица, 38к1|55.158637, 61.392322|1|12299
|Красная улица, 4|55.166696, 61.392223|1|12300
|Красная улица, 40|55.157583, 61.393409|1|12301
|Красная улица, 40А|55.157284, 61.3926|1|12302
|Красная улица, 42|55.156837, 61.3934|1|12303
|Красная улица, 44|55.15661, 61.392007|1|12304
|Красная улица, 48|55.156178, 61.39349|1|12305
|Красная улица, 59|55.162057, 61.394163|1|12306
|Красная улица, 63|55.161029, 61.394047|1|12307
|Красная улица, 63А|55.161173, 61.394684|1|12308
|Красная улица, 65|55.160607, 61.394002|1|12309
|Красная улица, 67|55.159758, 61.393993|1|12310
|Красная улица, 69|55.159074, 61.394038|1|12311
|Красная улица, 71|55.158508, 61.394136|1|12312
|Красная улица, 75|55.156724, 61.394307|1|12313
|Красная улица, 9|55.166248, 61.393804|1|12314
|Красноармейская улица, 100|55.166974, 61.412839|1|12315
|Красноармейская улица, 101|55.150612, 61.418993|1|12316
|Красноармейская улица, 101А|55.150329, 61.418966|1|12317
|Красноармейская улица, 104|55.166711, 61.413109|1|12318
|Красноармейская улица, 106|55.166413, 61.413028|1|12319
|Красноармейская улица, 109|55.162777, 61.414133|1|12320
|Красноармейская улица, 111|55.16215, 61.414151|1|12321
|Красноармейская улица, 112|55.166161, 61.413064|1|12322
|Красноармейская улица, 116|55.165914, 61.413136|1|12323
|Красноармейская улица, 140|55.164377, 61.412687|1|12324
|Красноармейская улица, 17|55.17392, 61.413253|1|12325
|Красноармейская улица, 25|55.172825, 61.413091|1|12326
|Красноармейская улица, 27|55.172712, 61.4131|1|12327
|Красноармейская улица, 29|55.172553, 61.413118|1|12328
|Красноармейская улица, 31|55.172285, 61.413136|1|12329
|Красноармейская улица, 35|55.172074, 61.413199|1|12330
|Красноармейская улица, 39|55.171529, 61.413315|1|12331
|Красноармейская улица, 41|55.171689, 61.414043|1|12332
|Красноармейская улица, 53|55.169678, 61.413387|1|12333
|Красноармейская улица, 53А|55.169812, 61.413495|1|12334
|Красноармейская улица, 55|55.169478, 61.413549|1|12335
|Красноармейская улица, 57|55.169118, 61.413612|1|12336
|Красноармейская улица, 61|55.167344, 61.414178|1|12337
|Красноармейская улица, 68|55.170213, 61.412785|1|12338
|Красноармейская улица, 69|55.16685, 61.413684|1|12339
|Красноармейская улица, 70|55.170311, 61.412893|1|12340
|Красноармейская улица, 71|55.166716, 61.413639|1|12341
|Красноармейская улица, 72|55.169941, 61.412606|1|12342
|Красноармейская улица, 72/1|55.169575, 61.412758|1|12343
|Красноармейская улица, 73|55.166578, 61.413738|1|12344
|Красноармейская улица, 77|55.165991, 61.413854|1|12345
|Красноармейская улица, 88|55.167863, 61.412714|1|12346
|Красноармейская улица, 89|55.164366, 61.413989|1|12347
|Красноармейская улица, 91|55.164161, 61.413989|1|12348
|Красноармейская улица, 93|55.164176, 61.414744|1|12349
|Красноармейская улица, 93А|55.164546, 61.414807|1|12350
|Краснодонская улица, 1|55.243916, 61.410162|1|12351
|Краснодонская улица, 10|55.241719, 61.411654|1|12352
|Краснодонская улица, 1А|55.243726, 61.412184|1|12353
|Краснодонская улица, 4|55.243387, 61.41009|1|12354
|Краснодонская улица, 6|55.243151, 61.410468|1|12355
|Краснодонская улица, 7|55.242843, 61.411725|1|12356
|Краснодонская улица, 8|55.242689, 61.411052|1|12357
|Краснознамённая улица, 11|55.189455, 61.379943|1|12358
|Краснознамённая улица, 12|55.189465, 61.379108|1|12359
|Краснознамённая улица, 12А|55.189424, 61.378039|1|12360
|Краснознамённая улица, 13|55.189306, 61.38076|1|12361
|Краснознамённая улица, 14|55.188802, 61.378964|1|12362
|Краснознамённая улица, 15|55.189105, 61.38015|1|12363
|Краснознамённая улица, 16|55.18818, 61.379063|1|12364
|Краснознамённая улица, 1А|55.191772, 61.379835|1|12365
|Краснознамённая улица, 2|55.191449, 61.378901|1|12366
|Краснознамённая улица, 20|55.186952, 61.37882|1|12367
|Краснознамённая улица, 21|55.188658, 61.37997|1|12368
|Краснознамённая улица, 23|55.18819, 61.380051|1|12369
|Краснознамённая улица, 24|55.185847, 61.378973|1|12370
|Краснознамённая улица, 25|55.186998, 61.380069|1|12371
|Краснознамённая улица, 25А|55.186371, 61.380743|1|12372
|Краснознамённая улица, 26|55.185173, 61.379009|1|12373
|Краснознамённая улица, 27|55.18522, 61.380293|1|12374
|Краснознамённая улица, 27А|55.185852, 61.380734|1|12375
|Краснознамённая улица, 28|55.18341, 61.379485|1|12376
|Краснознамённая улица, 29|55.184541, 61.380248|1|12377
|Краснознамённая улица, 3|55.1913, 61.37979|1|12378
|Краснознамённая улица, 30|55.182973, 61.37953|1|12379
|Краснознамённая улица, 32|55.182485, 61.379126|1|12380
|Краснознамённая улица, 34|55.182084, 61.379575|1|12381
|Краснознамённая улица, 36|55.18158, 61.379449|1|12382
|Краснознамённая улица, 4|55.190981, 61.379|1|12383
|Краснознамённая улица, 40|55.180871, 61.379611|1|12384
|Краснознамённая улица, 41|55.176331, 61.38068|1|12385
|Краснознамённая улица, 41/1|55.175499, 61.380725|1|12386
|Краснознамённая улица, 41/2|55.175787, 61.380859|1|12387
|Краснознамённая улица, 41/3|55.176275, 61.380931|1|12388
|Краснознамённая улица, 41/4|55.176337, 61.381183|1|12389
|Краснознамённая улица, 41/5|55.176002, 61.381308|1|12390
|Краснознамённая улица, 42|55.18012, 61.379575|1|12391
|Краснознамённая улица, 44|55.179288, 61.379656|1|12392
|Краснознамённая улица, 46|55.178357, 61.379629|1|12393
|Краснознамённая улица, 5|55.190755, 61.379943|1|12394
|Краснознамённая улица, 6|55.190477, 61.379036|1|12395
|Краснознамённая улица, 7|55.190303, 61.379889|1|12396
|Краснознамённая улица, 76/2|55.177288, 61.379736|1|12397
|Краснознамённая улица, 78|55.177139, 61.379665|1|12398
|Краснознамённая улица, 80|55.176979, 61.379745|1|12399
|Краснознамённая улица, 82|55.17684, 61.379808|1|12400
|Краснознамённая улица, 9|55.189902, 61.379862|1|12401
|Краснокамская улица, 23|55.192389, 61.448745|1|12402
|Краснокамская улица, 25|55.192184, 61.448898|1|12403
|Краснокамская улица, 26|55.192004, 61.44844|1|12404
|Краснокамская улица, 27|55.19206, 61.449023|1|12405
|Краснокамская улица, 28|55.191772, 61.448592|1|12406
|Краснокамская улица, 29|55.1917, 61.449221|1|12407
|Краснокамская улица, 30|55.191485, 61.448781|1|12408
|Краснокамская улица, 31|55.191567, 61.449383|1|12409
|Краснокамская улица, 32|55.191243, 61.448943|1|12410
|Краснокамский переулок, 2|55.194619, 61.445475|1|12411
|Краснокамский переулок, 4|55.193998, 61.44587|1|12412
|Краснооктябрьская улица, 10|55.251229, 61.391909|2|12413
|Краснооктябрьская улица, 11|55.250603, 61.390642|2|12414
|Краснооктябрьская улица, 13|55.250577, 61.389869|2|12415
|Краснооктябрьская улица, 16|55.251198, 61.389456|2|12416
|Краснооктябрьская улица, 17|55.250567, 61.387956|2|12417
|Краснооктябрьская улица, 17А|55.250587, 61.388558|2|12418
|Краснооктябрьская улица, 18|55.251275, 61.38766|2|12419
|Краснооктябрьская улица, 19|55.250628, 61.387534|2|12420
|Краснооктябрьская улица, 20|55.25089, 61.386168|2|12421
